Wavelength,Intensity,Absorbance,Reflectance
1681.6762121749837,3340,1.2211955,0.060090315
1682.6601615410627,1264,1.6175345,0.0241249
1683.6436275837677,5959,0.92000175,0.120225966
1684.6266103030985,3697,1.1020064,0.07906669
1686.5911257716368,77,2.7321327,0.0018529659
1687.572658520845,182,2.3328934,0.0046462943
1688.5537079466785,4858,0.88412046,0.13058087
1689.534274049138,3040,1.068076,0.08549172
1690.5143568282233,5,3.8310888,1.475405E-4
1691.4939562839343,1512,1.3281962,0.04696819
1693.4517052252336,-31,NaN,-0.00104875
1694.4298547108217,943,1.4759067,0.033426676
1695.4075208730358,2268,1.0732042,0.08448815
1696.3847037118755,270,1.9801213,0.010468362
1697.3614032273413,-2074,NaN,-0.0838861
1698.3376194194325,-54,NaN,-0.002284264
1700.2886018334925,3042,0.85545665,0.1394901
1701.2633680554611,1837,1.0554549,0.08801265
